time,distance_in_cm
2024-03-25 10:48:33.210924,22.76
2024-03-25 10:48:34.932488,23.16
2024-03-25 10:48:36.659551,23.11
2024-03-25 10:48:38.383121,22.71
2024-03-25 10:48:40.108555,22.72
2024-03-25 10:48:41.835669,22.67
2024-03-25 10:48:43.990368,22.67
2024-03-25 10:48:46.107243,22.74
2024-03-25 10:48:47.827705,22.74
2024-03-25 10:48:49.557850,22.62
2024-03-25 10:48:51.292254,22.7
2024-03-25 10:48:53.015969,23.15
2024-03-25 10:48:54.758332,22.75
2024-03-25 10:48:56.489884,22.69
2024-03-25 10:48:58.219397,22.72
2024-03-25 10:48:59.956933,23.18
2024-03-25 10:49:01.776114,22.72
2024-03-25 10:49:03.950124,22.69
2024-03-25 10:49:05.696497,22.74
2024-03-25 10:49:07.435350,23.06
2024-03-25 10:49:09.151526,23.14
2024-03-25 10:49:10.878279,23.07
2024-03-25 10:49:12.598719,23.08
2024-03-25 10:49:14.703833,22.68
2024-03-25 10:49:16.438420,22.61
2024-03-25 10:49:18.162857,22.7
2024-03-25 10:49:19.884789,22.75
2024-03-25 10:49:21.612337,22.64
2024-03-25 10:49:23.346632,23.12
2024-03-25 10:49:25.068978,22.76
2024-03-25 10:49:26.796205,22.71
2024-03-25 10:49:28.513698,23.16
2024-03-25 10:49:30.248882,22.75
2024-03-25 10:49:32.373422,22.65
2024-03-25 10:49:34.091661,22.69
2024-03-25 10:49:35.820833,22.67
2024-03-25 10:49:37.539926,22.68
2024-03-25 10:49:39.252996,22.71
2024-03-25 10:49:40.979513,23.08
2024-03-25 10:49:42.703359,22.68
2024-03-25 10:49:44.546891,22.68
2024-03-25 10:49:46.892368,23.11
2024-03-25 10:49:48.620495,22.71
2024-03-25 10:49:50.335910,22.65
2024-03-25 10:49:52.077299,23.06
2024-03-25 10:49:53.803719,22.7
2024-03-25 10:49:55.523251,22.75
2024-03-25 10:49:57.252417,22.64
2024-03-25 10:49:58.975096,22.68
2024-03-25 10:50:00.714819,22.64
2024-03-25 10:50:02.562096,22.78
2024-03-25 10:50:04.283731,22.69
2024-03-25 10:50:06.014952,22.62
2024-03-25 10:50:07.744185,22.66
2024-03-25 10:50:09.463234,23.11
2024-03-25 10:50:11.193886,22.73
2024-03-25 10:50:12.918271,22.76
2024-03-25 10:50:14.635227,22.77
2024-03-25 10:50:16.362738,22.67
2024-03-25 10:50:18.086176,22.72
2024-03-25 10:50:19.807758,23.12
2024-03-25 10:50:21.872165,23.07
2024-03-25 10:50:23.597788,23.11
2024-03-25 10:50:25.324883,24.88
2024-03-25 10:50:27.049252,24.84
2024-03-25 10:50:28.773743,24.97
2024-03-25 10:50:30.499963,24.93
2024-03-25 10:50:32.224023,24.93
2024-03-25 10:50:34.325350,24.87
2024-03-25 10:50:36.076152,24.93
2024-03-25 10:50:37.804075,25.46
2024-03-25 10:50:39.526200,24.91
2024-03-25 10:50:41.253121,24.91
2024-03-25 10:50:42.981111,24.87
2024-03-25 10:50:45.240389,24.92
2024-03-25 10:50:47.484535,24.96
2024-03-25 10:50:49.208615,24.96
2024-03-25 10:50:50.927300,24.95
2024-03-25 10:50:52.656514,24.85
2024-03-25 10:50:54.382890,24.93
2024-03-25 10:50:56.110392,24.93
2024-03-25 10:50:57.834386,24.88
2024-03-25 10:50:59.556180,24.94
2024-03-25 10:51:01.286021,25.33
2024-03-25 10:51:03.013875,24.91
2024-03-25 10:51:04.752418,24.9
2024-03-25 10:51:06.827108,24.93
2024-03-25 10:51:08.552432,24.93
2024-03-25 10:51:10.272857,24.97
2024-03-25 10:51:11.997643,24.94
2024-03-25 10:51:13.718018,24.95
2024-03-25 10:51:15.440818,24.86
2024-03-25 10:51:17.163236,24.97
2024-03-25 10:51:18.885831,24.89
2024-03-25 10:51:20.614054,24.86
2024-03-25 10:51:22.336339,25.42
2024-03-25 10:51:24.061399,24.95
2024-03-25 10:51:25.788802,25.31
2024-03-25 10:51:27.514258,24.89
2024-03-25 10:51:29.233120,24.91
2024-03-25 10:51:30.961373,24.91
2024-03-25 10:51:32.674039,24.89
2024-03-25 10:51:34.397960,24.9
2024-03-25 10:51:36.527613,24.94
2024-03-25 10:51:38.245391,24.97
2024-03-25 10:51:39.967992,24.91
2024-03-25 10:51:41.694343,24.95
2024-03-25 10:51:43.421381,24.92
2024-03-25 10:51:45.498898,24.96
2024-03-25 10:51:47.532804,25.0
2024-03-25 10:51:49.256386,24.93
2024-03-25 10:51:50.986653,24.92
2024-03-25 10:51:52.701805,24.89
2024-03-25 10:51:54.712294,24.93
2024-03-25 10:51:56.438325,25.0
2024-03-25 10:51:58.156756,24.89
2024-03-25 10:51:59.872600,24.95
2024-03-25 10:52:01.603538,24.88
2024-03-25 10:52:03.328354,24.93
2024-03-25 10:52:05.510763,24.91
2024-03-25 10:52:07.244901,24.93
2024-03-25 10:52:08.975848,25.3
2024-03-25 10:52:10.702352,24.97
2024-03-25 10:52:12.420635,24.88
2024-03-25 10:52:14.143096,24.86
2024-03-25 10:52:15.887816,24.87
2024-03-25 10:52:17.611532,24.83
2024-03-25 10:52:19.337651,24.93
2024-03-25 10:52:21.067085,25.38
2024-03-25 10:52:22.789444,24.92
2024-03-25 10:52:24.512782,24.92
2024-03-25 10:52:26.253598,24.97
2024-03-25 10:52:27.988465,24.98
2024-03-25 10:52:29.710376,24.94
2024-03-25 10:52:31.436011,24.87
2024-03-25 10:52:33.153729,24.93
2024-03-25 10:52:34.876961,24.91
2024-03-25 10:52:36.601957,24.87
2024-03-25 10:52:38.765001,24.92
2024-03-25 10:52:40.506813,24.87
2024-03-25 10:52:42.242577,25.3
2024-03-25 10:52:43.964010,24.91
2024-03-25 10:52:45.949795,24.97
2024-03-25 10:52:47.698307,24.97
2024-03-25 10:52:49.837395,23.67
2024-03-25 10:52:51.584662,27.43
2024-03-25 10:52:53.294496,26.87
2024-03-25 10:52:55.019998,26.95
2024-03-25 10:52:56.749457,27.33
2024-03-25 10:52:58.471091,26.92
2024-03-25 10:53:00.193049,26.93
2024-03-25 10:53:01.921157,27.4
2024-03-25 10:53:03.642886,27.0
2024-03-25 10:53:05.368412,26.92
2024-03-25 10:53:07.107623,27.0
2024-03-25 10:53:08.831240,27.01
2024-03-25 10:53:10.559446,26.95
2024-03-25 10:53:12.285539,26.89
2024-03-25 10:53:14.009526,26.96
2024-03-25 10:53:15.738871,27.35
2024-03-25 10:53:17.477103,26.96
2024-03-25 10:53:19.205430,27.33
2024-03-25 10:53:20.921113,26.97
2024-03-25 10:53:22.645103,27.34
2024-03-25 10:53:24.368512,26.94
2024-03-25 10:53:26.096086,26.92
2024-03-25 10:53:27.821129,26.87
2024-03-25 10:53:30.802605,26.89
2024-03-25 10:53:32.527309,26.95
2024-03-25 10:53:34.250769,27.42
2024-03-25 10:53:35.978861,27.0
2024-03-25 10:53:37.703061,26.95
2024-03-25 10:53:39.415300,26.91
2024-03-25 10:53:41.142535,26.87
2024-03-25 10:53:42.863791,26.95
2024-03-25 10:53:44.967568,26.94
2024-03-25 10:53:47.185417,26.94
2024-03-25 10:53:48.904687,27.32
2024-03-25 10:53:50.631074,27.02
2024-03-25 10:53:52.354501,26.9
2024-03-25 10:53:54.078133,27.34
2024-03-25 10:53:55.802354,26.92
2024-03-25 10:53:57.528741,26.87
2024-03-25 10:53:59.251239,26.99
2024-03-25 10:54:00.978042,26.97
2024-03-25 10:54:02.695108,26.88
2024-03-25 10:54:04.412996,26.92
2024-03-25 10:54:06.147847,27.29
2024-03-25 10:54:07.875804,26.93
2024-03-25 10:54:09.599198,27.33
2024-03-25 10:54:11.325997,27.41
2024-03-25 10:54:13.049087,26.96
2024-03-25 10:54:14.768693,26.95
2024-03-25 10:54:16.496464,26.94
2024-03-25 10:54:18.223955,26.92
2024-03-25 10:54:19.947456,27.03
2024-03-25 10:54:21.676370,27.42
2024-03-25 10:54:23.413219,26.97
2024-03-25 10:54:25.139337,26.93
2024-03-25 10:54:26.865940,26.9
