time,distance_in_cm
2024-03-25 11:39:39.011227,29.11
2024-03-25 11:39:40.749287,29.08
2024-03-25 11:39:42.474515,29.05
2024-03-25 11:39:44.189298,29.18
2024-03-25 11:39:46.357097,29.11
2024-03-25 11:39:48.078520,29.08
2024-03-25 11:39:49.804506,29.11
2024-03-25 11:39:51.535988,29.04
2024-03-25 11:39:53.258583,29.13
2024-03-25 11:39:54.995132,29.14
2024-03-25 11:39:56.721747,29.15
2024-03-25 11:39:58.448554,29.16
2024-03-25 11:40:00.168731,29.1
2024-03-25 11:40:01.972477,29.13
2024-03-25 11:40:03.696937,29.08
2024-03-25 11:40:05.411447,29.08
2024-03-25 11:40:07.148334,29.1
2024-03-25 11:40:08.872740,29.07
2024-03-25 11:40:10.601118,29.51
2024-03-25 11:40:12.323476,29.12
2024-03-25 11:40:14.096937,29.59
2024-03-25 11:40:15.833581,29.15
2024-03-25 11:40:17.551789,29.1
2024-03-25 11:40:19.280452,29.12
2024-03-25 11:40:21.009799,29.15
2024-03-25 11:40:22.751233,29.1
2024-03-25 11:40:24.479069,29.05
2024-03-25 11:40:26.205195,29.15
2024-03-25 11:40:27.931038,29.17
2024-03-25 11:40:29.669310,29.07
2024-03-25 11:40:31.407819,29.1
2024-03-25 11:40:33.143351,29.17
2024-03-25 11:40:34.865614,29.13
2024-03-25 11:40:36.591606,29.02
2024-03-25 11:40:38.330995,29.06
2024-03-25 11:40:40.056582,29.1
2024-03-25 11:40:41.784797,29.08
2024-03-25 11:40:43.516185,29.06
2024-03-25 11:40:45.678831,29.12
2024-03-25 11:40:47.759839,29.1
2024-03-25 11:40:49.490315,29.14
2024-03-25 11:40:51.223265,29.13
2024-03-25 11:40:52.946127,29.57
2024-03-25 11:40:54.673809,29.13
2024-03-25 11:40:56.406074,29.13
2024-03-25 11:40:58.136890,29.2
2024-03-25 11:40:59.868978,29.13
2024-03-25 11:41:01.598965,29.13
2024-03-25 11:41:03.327462,29.09
2024-03-25 11:41:05.054331,29.12
2024-03-25 11:41:06.782051,29.11
2024-03-25 11:41:08.511010,29.09
2024-03-25 11:41:10.227853,29.09
2024-03-25 11:41:11.960477,29.15
2024-03-25 11:41:13.685267,29.18
2024-03-25 11:41:15.407082,29.08
2024-03-25 11:41:17.136768,29.13
2024-03-25 11:41:18.868146,29.07
2024-03-25 11:41:20.593487,29.2
2024-03-25 11:41:22.316479,29.52
2024-03-25 11:41:24.036818,29.11
2024-03-25 11:41:25.766184,29.13
2024-03-25 11:41:27.494748,29.08
2024-03-25 11:41:29.219288,29.1
2024-03-25 11:41:30.946646,29.16
2024-03-25 11:41:32.664853,29.09
2024-03-25 11:41:34.387566,29.54
2024-03-25 11:41:36.117826,29.13
2024-03-25 11:41:37.865301,29.6
2024-03-25 11:41:39.591111,29.19
2024-03-25 11:41:41.320462,29.12
2024-03-25 11:41:43.040277,29.17
2024-03-25 11:41:45.146013,29.07
2024-03-25 11:41:47.551991,29.16
2024-03-25 11:41:49.272222,29.04
2024-03-25 11:41:51.057687,29.15
2024-03-25 11:41:52.812687,29.15
2024-03-25 11:41:54.560058,29.15
2024-03-25 11:41:56.288749,29.1
2024-03-25 11:41:58.013601,29.15
2024-03-25 11:41:59.749783,29.08
2024-03-25 11:42:01.479453,29.1
2024-03-25 11:42:03.208689,29.09
2024-03-25 11:42:04.933558,29.08
2024-03-25 11:42:06.666869,29.07
2024-03-25 11:42:08.467908,29.12
2024-03-25 11:42:10.192357,29.1
2024-03-25 11:42:11.936805,29.1
2024-03-25 11:42:13.660215,24.71
2024-03-25 11:42:15.381641,31.19
2024-03-25 11:42:17.110090,31.55
2024-03-25 11:42:18.837334,31.22
2024-03-25 11:42:20.563267,31.19
2024-03-25 11:42:22.292799,31.17
2024-03-25 11:42:24.019694,31.17
2024-03-25 11:42:25.744253,31.19
2024-03-25 11:42:27.478921,31.14
2024-03-25 11:42:29.204043,31.59
2024-03-25 11:42:30.932756,31.14
2024-03-25 11:42:32.656203,31.59
2024-03-25 11:42:34.382057,31.2
2024-03-25 11:42:36.108642,31.14
2024-03-25 11:42:37.833342,31.67
2024-03-25 11:42:39.541948,31.11
2024-03-25 11:42:41.267415,31.65
2024-03-25 11:42:42.996415,31.62
2024-03-25 11:42:45.142490,31.21
2024-03-25 11:42:47.397965,31.22
2024-03-25 11:42:49.118424,31.23
2024-03-25 11:42:50.847604,31.18
2024-03-25 11:42:52.574516,31.67
2024-03-25 11:42:54.299653,31.16
2024-03-25 11:42:56.028979,31.14
2024-03-25 11:42:57.744602,31.2
2024-03-25 11:42:59.466463,31.17
2024-03-25 11:43:01.194794,31.17
2024-03-25 11:43:02.918257,31.18
2024-03-25 11:43:04.639659,31.2
2024-03-25 11:43:06.355771,31.12
2024-03-25 11:43:08.081065,31.14
2024-03-25 11:43:09.807789,31.59
2024-03-25 11:43:11.658327,31.19
2024-03-25 11:43:13.380274,31.62
2024-03-25 11:43:15.127305,31.1
2024-03-25 11:43:16.900913,31.2
2024-03-25 11:43:18.629874,31.23
2024-03-25 11:43:20.351738,31.17
2024-03-25 11:43:22.081102,31.17
2024-03-25 11:43:23.899654,31.67
2024-03-25 11:43:25.625956,31.19
2024-03-25 11:43:27.354791,31.14
2024-03-25 11:43:29.079857,31.59
2024-03-25 11:43:30.823728,31.59
2024-03-25 11:43:32.551682,31.13
2024-03-25 11:43:34.273447,31.22
2024-03-25 11:43:36.003568,31.68
2024-03-25 11:43:37.727356,31.13
2024-03-25 11:43:39.451632,31.62
2024-03-25 11:43:41.181421,31.58
2024-03-25 11:43:43.173709,31.19
2024-03-25 11:43:45.288167,31.66
2024-03-25 11:43:47.572346,31.14
2024-03-25 11:43:49.286769,31.17
2024-03-25 11:43:51.012223,31.14
2024-03-25 11:43:52.739725,31.16
2024-03-25 11:43:54.466094,31.56
2024-03-25 11:43:56.213939,31.58
2024-03-25 11:43:57.923560,31.17
2024-03-25 11:43:59.647702,31.18
2024-03-25 11:44:01.387537,31.24
