time,distance_in_cm
2024-03-25 09:44:33.346219,24.91
2024-03-25 09:44:35.478541,24.86
2024-03-25 09:44:37.587765,24.95
2024-03-25 09:44:39.346292,24.89
2024-03-25 09:44:46.142025,25.29
2024-03-25 09:44:48.319816,25.33
2024-03-25 09:44:50.077035,24.87
2024-03-25 09:44:51.827859,24.91
2024-03-25 09:44:58.549013,24.78
2024-03-25 09:45:00.954061,24.91
2024-03-25 09:45:05.914133,24.95
2024-03-25 09:45:12.715510,24.86
2024-03-25 09:45:19.530692,24.86
2024-03-25 09:45:21.309524,25.27
2024-03-25 09:45:23.448160,25.32
2024-03-25 09:45:25.185923,24.93
2024-03-25 09:45:31.945913,24.88
2024-03-25 09:45:33.988738,24.88
2024-03-25 09:45:40.678122,24.88
2024-03-25 09:45:42.429110,24.85
