time,distance_in_cm
2024-03-25 11:49:26.756981,31.15
2024-03-25 11:49:28.490298,31.2
2024-03-25 11:49:30.216538,31.22
2024-03-25 11:49:31.999841,31.1
2024-03-25 11:49:33.718398,31.14
2024-03-25 11:49:35.444438,31.61
2024-03-25 11:49:37.171779,31.18
2024-03-25 11:49:38.885047,31.2
2024-03-25 11:49:40.714080,31.63
2024-03-25 11:49:42.424193,31.62
2024-03-25 11:49:44.200139,31.19
2024-03-25 11:49:46.376448,31.22
2024-03-25 11:49:48.098007,31.19
2024-03-25 11:49:49.824098,31.26
2024-03-25 11:49:51.645471,31.26
2024-03-25 11:49:53.370062,31.59
2024-03-25 11:49:55.095665,31.11
2024-03-25 11:49:56.826842,31.17
2024-03-25 11:49:58.550888,31.11
2024-03-25 11:50:00.272504,31.17
2024-03-25 11:50:02.008407,31.65
2024-03-25 11:50:03.745175,31.64
2024-03-25 11:50:05.473159,31.55
2024-03-25 11:50:07.196057,31.6
2024-03-25 11:50:08.919902,31.17
2024-03-25 11:50:10.666488,31.12
2024-03-25 11:50:12.388898,31.17
2024-03-25 11:50:14.136101,31.16
2024-03-25 11:50:15.864767,31.1
2024-03-25 11:50:17.596501,31.17
2024-03-25 11:50:19.320484,31.1
2024-03-25 11:50:21.080588,31.2
2024-03-25 11:50:22.796777,31.22
2024-03-25 11:50:24.521386,31.65
2024-03-25 11:50:26.241827,31.2
2024-03-25 11:50:27.964353,31.64
2024-03-25 11:50:29.689719,31.15
2024-03-25 11:50:31.417385,31.12
2024-03-25 11:50:33.141048,31.18
2024-03-25 11:50:34.854051,31.19
2024-03-25 11:50:36.576992,31.18
2024-03-25 11:50:38.328080,31.62
2024-03-25 11:50:40.050213,31.17
2024-03-25 11:50:41.783661,31.59
2024-03-25 11:50:43.508745,31.6
2024-03-25 11:50:45.689173,31.19
2024-03-25 11:50:47.706194,31.52
2024-03-25 11:50:49.429431,31.18
2024-03-25 11:50:51.158658,31.15
2024-03-25 11:50:52.880446,31.21
2024-03-25 11:50:54.593536,31.14
2024-03-25 11:50:56.326030,31.17
2024-03-25 11:50:58.041905,31.18
2024-03-25 11:50:59.764201,31.22
2024-03-25 11:51:01.493547,31.59
2024-03-25 11:51:03.229958,31.2
2024-03-25 11:51:04.953871,31.2
2024-03-25 11:51:06.676822,31.18
2024-03-25 11:51:08.404988,31.23
2024-03-25 11:51:10.128831,31.17
2024-03-25 11:51:11.860047,31.2
2024-03-25 11:51:13.586938,31.13
2024-03-25 11:51:15.312188,31.18
2024-03-25 11:51:17.046578,31.14
2024-03-25 11:51:18.771533,31.21
2024-03-25 11:51:20.499051,31.15
2024-03-25 11:51:22.222389,31.64
2024-03-25 11:51:23.953736,31.62
2024-03-25 11:51:25.680911,31.18
2024-03-25 11:51:27.403362,31.22
2024-03-25 11:51:29.115064,31.17
2024-03-25 11:51:30.845055,31.63
2024-03-25 11:51:32.567384,31.53
2024-03-25 11:51:34.277324,31.22
2024-03-25 11:51:36.008599,31.18
2024-03-25 11:51:37.764998,31.61
2024-03-25 11:51:39.503409,31.18
2024-03-25 11:51:41.249868,31.14
2024-03-25 11:51:42.973132,31.55
2024-03-25 11:51:45.144085,31.62
2024-03-25 11:51:47.415647,31.17
2024-03-25 11:51:49.139164,31.14
2024-03-25 11:51:50.866860,31.21
2024-03-25 11:51:52.591929,31.19
2024-03-25 11:51:54.311788,31.17
2024-03-25 11:51:56.044477,31.14
2024-03-25 11:51:57.768126,31.14
2024-03-25 11:51:59.494407,31.19
2024-03-25 11:52:01.226652,31.17
2024-03-25 11:52:02.946773,31.2
2024-03-25 11:52:04.663009,31.19
2024-03-25 11:52:06.393379,31.19
2024-03-25 11:52:08.116980,31.1
2024-03-25 11:52:09.841663,31.63
2024-03-25 11:52:11.568950,31.22
2024-03-25 11:52:13.288997,31.19
2024-03-25 11:52:15.014911,31.12
2024-03-25 11:52:16.802734,31.17
2024-03-25 11:52:18.524661,31.19
2024-03-25 11:52:20.248495,31.15
2024-03-25 11:52:21.975237,31.16
2024-03-25 11:52:23.693770,31.17
2024-03-25 11:52:25.424445,31.19
2024-03-25 11:52:27.141191,31.18
2024-03-25 11:52:28.863220,31.16
2024-03-25 11:52:30.593845,31.62
2024-03-25 11:52:32.316089,31.15
2024-03-25 11:52:34.042173,31.53
2024-03-25 11:52:35.772991,31.13
2024-03-25 11:52:37.497367,31.21
2024-03-25 11:52:39.222667,31.19
2024-03-25 11:52:40.950339,31.19
2024-03-25 11:52:42.675913,31.13
2024-03-25 11:52:44.473691,31.17
2024-03-25 11:52:46.821383,31.25
2024-03-25 11:52:48.543769,31.17
2024-03-25 11:52:50.289406,31.1
2024-03-25 11:52:52.018526,31.19
2024-03-25 11:52:53.748742,31.2
2024-03-25 11:52:55.479123,31.19
2024-03-25 11:52:57.202807,31.21
2024-03-25 11:52:58.912595,31.64
2024-03-25 11:53:00.644309,31.62
2024-03-25 11:53:02.359308,31.16
2024-03-25 11:53:04.075795,31.53
2024-03-25 11:53:05.804637,31.14
2024-03-25 11:53:07.513463,31.11
2024-03-25 11:53:09.246500,31.55
2024-03-25 11:53:10.974007,31.2
2024-03-25 11:53:12.693238,31.6
2024-03-25 11:53:14.412236,31.19
2024-03-25 11:53:16.163878,31.17
2024-03-25 11:53:17.939337,31.18
2024-03-25 11:53:19.659812,31.12
2024-03-25 11:53:21.379454,31.24
2024-03-25 11:53:23.119369,31.14
2024-03-25 11:53:24.872459,31.27
2024-03-25 11:53:26.598692,31.19
2024-03-25 11:53:28.321523,31.13
2024-03-25 11:53:30.046881,31.2
2024-03-25 11:53:31.781603,31.13
2024-03-25 11:53:33.504279,31.17
2024-03-25 11:53:35.242281,31.11
2024-03-25 11:53:36.977076,31.18
2024-03-25 11:53:38.696166,31.18
2024-03-25 11:53:40.422186,31.2
2024-03-25 11:53:42.167204,31.17
2024-03-25 11:53:43.891983,31.62
2024-03-25 11:53:45.866802,31.17
2024-03-25 11:53:47.742534,31.19
2024-03-25 11:53:49.469368,31.16
2024-03-25 11:53:51.193977,31.17
2024-03-25 11:53:52.919044,31.14
2024-03-25 11:53:54.640640,31.63
2024-03-25 11:53:56.363619,31.58
2024-03-25 11:53:58.086605,27.54
2024-03-25 11:53:59.809050,29.11
