time,distance_in_cm
2024-03-25 11:00:01.001325,26.89
2024-03-25 11:00:02.726182,27.38
2024-03-25 11:00:04.448119,27.36
2024-03-25 11:00:06.168333,27.02
2024-03-25 11:00:07.894304,26.91
2024-03-25 11:00:09.612700,26.93
2024-03-25 11:00:11.508908,26.83
2024-03-25 11:00:13.234478,26.93
2024-03-25 11:00:14.956980,26.93
2024-03-25 11:00:16.679262,26.87
2024-03-25 11:00:18.407147,26.95
2024-03-25 11:00:20.127565,27.4
2024-03-25 11:00:21.854737,26.94
2024-03-25 11:00:23.591567,26.93
2024-03-25 11:00:25.317731,26.91
2024-03-25 11:00:27.045227,26.97
2024-03-25 11:00:28.775257,26.92
2024-03-25 11:00:30.505438,26.95
2024-03-25 11:00:32.243969,27.35
2024-03-25 11:00:33.969581,26.9
2024-03-25 11:00:35.699815,26.9
2024-03-25 11:00:37.418755,27.39
2024-03-25 11:00:39.141828,26.92
2024-03-25 11:00:40.871834,26.9
2024-03-25 11:00:42.594680,26.93
2024-03-25 11:00:44.318798,26.97
2024-03-25 11:00:46.504433,26.92
2024-03-25 11:00:48.263053,26.99
2024-03-25 11:00:50.006803,26.97
2024-03-25 11:00:51.729973,26.94
2024-03-25 11:00:53.448534,26.94
2024-03-25 11:00:55.182018,26.99
2024-03-25 11:00:56.900842,27.44
2024-03-25 11:00:58.636641,27.41
2024-03-25 11:01:00.366362,27.39
2024-03-25 11:01:02.097996,27.32
2024-03-25 11:01:03.822973,27.42
2024-03-25 11:01:05.540642,27.46
2024-03-25 11:01:07.263371,27.39
2024-03-25 11:01:08.996484,27.35
2024-03-25 11:01:10.729676,26.93
2024-03-25 11:01:12.452642,27.41
2024-03-25 11:01:14.179803,26.99
2024-03-25 11:01:15.909363,27.41
2024-03-25 11:01:17.630007,27.32
2024-03-25 11:01:19.354387,27.01
2024-03-25 11:01:21.087700,26.95
2024-03-25 11:01:22.817594,26.91
2024-03-25 11:01:24.541439,27.36
2024-03-25 11:01:26.267230,27.33
2024-03-25 11:01:28.016031,27.0
2024-03-25 11:01:29.740697,27.41
2024-03-25 11:01:31.475307,26.9
2024-03-25 11:01:33.199797,26.97
2024-03-25 11:01:34.925962,26.92
2024-03-25 11:01:36.674932,27.35
2024-03-25 11:01:38.403150,27.4
2024-03-25 11:01:40.127447,26.88
2024-03-25 11:01:41.857149,27.4
2024-03-25 11:01:43.579144,26.9
2024-03-25 11:01:45.633960,27.38
2024-03-25 11:01:47.645980,27.37
2024-03-25 11:01:49.369522,26.91
2024-03-25 11:01:51.108096,27.31
2024-03-25 11:01:52.845724,27.41
2024-03-25 11:01:54.561526,27.4
2024-03-25 11:01:56.291171,26.96
2024-03-25 11:01:58.023505,27.45
2024-03-25 11:01:59.754678,26.95
2024-03-25 11:02:01.492148,26.96
2024-03-25 11:02:03.207766,26.94
2024-03-25 11:02:04.957170,27.34
2024-03-25 11:02:06.687685,27.44
2024-03-25 11:02:08.406673,26.91
2024-03-25 11:02:10.158999,26.95
2024-03-25 11:02:11.880901,27.35
2024-03-25 11:02:13.608106,27.33
2024-03-25 11:02:15.331907,26.95
2024-03-25 11:02:17.060468,27.45
2024-03-25 11:02:18.797520,27.38
2024-03-25 11:02:20.536625,27.35
2024-03-25 11:02:22.262419,26.91
2024-03-25 11:02:23.998975,27.46
2024-03-25 11:02:25.729736,26.99
2024-03-25 11:02:27.527645,26.87
2024-03-25 11:02:29.250358,27.45
2024-03-25 11:02:30.979748,27.42
2024-03-25 11:02:32.716185,26.95
2024-03-25 11:02:34.427858,26.93
2024-03-25 11:02:36.158897,27.4
2024-03-25 11:02:37.895763,27.35
2024-03-25 11:02:39.623496,26.87
2024-03-25 11:02:41.355447,26.95
2024-03-25 11:02:43.072237,27.38
2024-03-25 11:02:45.238957,26.94
2024-03-25 11:02:47.445036,26.91
2024-03-25 11:02:49.161541,26.93
2024-03-25 11:02:50.888985,26.95
2024-03-25 11:02:52.616422,27.33
2024-03-25 11:02:54.331936,26.99
2024-03-25 11:02:56.064037,27.31
2024-03-25 11:02:57.787975,26.82
2024-03-25 11:02:59.514652,27.35
2024-03-25 11:03:01.242578,26.93
2024-03-25 11:03:02.967362,27.38
2024-03-25 11:03:04.690284,27.38
2024-03-25 11:03:06.417990,26.91
2024-03-25 11:03:08.134551,26.93
2024-03-25 11:03:09.863796,27.38
2024-03-25 11:03:11.594254,27.4
2024-03-25 11:03:13.316719,26.94
2024-03-25 11:03:15.028711,27.38
2024-03-25 11:03:16.755774,27.01
2024-03-25 11:03:19.007773,27.39
2024-03-25 11:03:20.736439,27.39
2024-03-25 11:03:22.477794,27.35
2024-03-25 11:03:24.202109,27.39
2024-03-25 11:03:25.930993,27.39
2024-03-25 11:03:27.656511,27.44
2024-03-25 11:03:29.390417,26.9
2024-03-25 11:03:31.122328,26.93
2024-03-25 11:03:32.846482,27.43
2024-03-25 11:03:34.567994,26.92
2024-03-25 11:03:36.297992,26.93
2024-03-25 11:03:38.022220,27.31
2024-03-25 11:03:39.738437,26.89
2024-03-25 11:03:41.473924,26.97
2024-03-25 11:03:43.197249,27.36
2024-03-25 11:03:45.381391,27.34
2024-03-25 11:03:47.616177,26.9
2024-03-25 11:03:49.375997,26.92
2024-03-25 11:03:51.118916,26.98
2024-03-25 11:03:52.844216,27.36
2024-03-25 11:03:54.564926,26.94
2024-03-25 11:03:56.291456,27.33
2024-03-25 11:03:58.013872,26.99
2024-03-25 11:03:59.746134,27.43
2024-03-25 11:04:01.474275,27.37
2024-03-25 11:04:03.198214,26.99
2024-03-25 11:04:04.919067,26.96
2024-03-25 11:04:06.647125,26.97
2024-03-25 11:04:08.373980,26.93
2024-03-25 11:04:10.094684,27.33
2024-03-25 11:04:11.829403,27.44
2024-03-25 11:04:13.554344,26.94
2024-03-25 11:04:15.273519,26.94
2024-03-25 11:04:17.002960,27.02
2024-03-25 11:04:18.727315,26.95
2024-03-25 11:04:20.458785,27.34
2024-03-25 11:04:22.174888,27.4
2024-03-25 11:04:23.899933,27.35
2024-03-25 11:04:25.631288,26.87
2024-03-25 11:04:27.352322,27.0
2024-03-25 11:04:29.068903,26.94
2024-03-25 11:04:30.800458,26.11
2024-03-25 11:04:32.517540,27.37
2024-03-25 11:04:34.241040,27.35
2024-03-25 11:04:35.969437,27.38
2024-03-25 11:04:37.689534,27.42
2024-03-25 11:04:39.448958,27.21
2024-03-25 11:04:41.174440,26.92
2024-03-25 11:04:42.896791,26.97
2024-03-25 11:04:44.968300,27.42
2024-03-25 11:04:47.214765,26.96
2024-03-25 11:04:48.952526,26.95
2024-03-25 11:04:50.675519,26.93
2024-03-25 11:04:52.399522,26.97
2024-03-25 11:04:54.125264,27.02
2024-03-25 11:04:55.856143,27.4
2024-03-25 11:04:57.584402,26.88
2024-03-25 11:04:59.391253,26.9
2024-03-25 11:05:01.115417,27.02
2024-03-25 11:05:02.840783,26.93
2024-03-25 11:05:04.570199,27.36
2024-03-25 11:05:06.297289,26.93
2024-03-25 11:05:08.020594,26.97
2024-03-25 11:05:09.742637,27.41
2024-03-25 11:05:11.479439,26.95
2024-03-25 11:05:13.204442,26.93
2024-03-25 11:05:14.920423,27.4
2024-03-25 11:05:16.651238,26.9
2024-03-25 11:05:18.373782,27.29
2024-03-25 11:05:20.085947,26.93
2024-03-25 11:05:21.813478,27.44
2024-03-25 11:05:23.527756,26.93
2024-03-25 11:05:25.250017,27.39
2024-03-25 11:05:26.977498,26.91
2024-03-25 11:05:28.707768,27.36
2024-03-25 11:05:30.417766,26.97
2024-03-25 11:05:32.149553,26.97
2024-03-25 11:05:33.872949,27.4
2024-03-25 11:05:35.602268,26.95
2024-03-25 11:05:37.326624,27.44
2024-03-25 11:05:39.048876,27.37
2024-03-25 11:05:40.778031,27.44
2024-03-25 11:05:42.505571,27.47
2024-03-25 11:05:44.229560,26.93
2024-03-25 11:05:46.316608,27.31
2024-03-25 11:05:48.055916,26.95
2024-03-25 11:05:49.780741,26.94
2024-03-25 11:05:51.516626,26.94
2024-03-25 11:05:53.239213,26.97
2024-03-25 11:05:54.962217,26.92
2024-03-25 11:05:56.680645,27.46
2024-03-25 11:05:58.412423,27.39
2024-03-25 11:06:00.138884,27.04
2024-03-25 11:06:01.865602,26.86
2024-03-25 11:06:03.587268,27.38
