time,distance_in_cm
2024-03-25 11:12:06.509645,29.15
2024-03-25 11:12:08.246930,29.14
2024-03-25 11:12:14.944270,29.49
2024-03-25 11:12:16.680555,28.02
2024-03-25 11:12:18.451255,29.03
2024-03-25 11:12:20.168684,29.1
2024-03-25 11:12:21.891291,29.1
2024-03-25 11:12:23.664470,29.09
2024-03-25 11:12:25.395341,29.06
2024-03-25 11:12:27.123479,29.15
2024-03-25 11:12:29.000519,29.1
2024-03-25 11:12:30.783949,29.03
2024-03-25 11:12:32.565006,29.08
2024-03-25 11:12:34.322051,29.11
2024-03-25 11:12:36.082013,29.03
2024-03-25 11:12:37.977453,29.03
2024-03-25 11:12:39.742066,29.1
2024-03-25 11:12:41.624944,29.13
2024-03-25 11:12:43.350455,29.12
2024-03-25 11:12:45.513401,29.15
2024-03-25 11:12:47.629877,29.1
2024-03-25 11:12:49.361309,29.11
2024-03-25 11:12:51.088656,29.03
2024-03-25 11:12:53.202323,29.12
2024-03-25 11:12:54.946084,29.17
2024-03-25 11:12:56.670871,29.15
2024-03-25 11:12:58.399710,29.15
2024-03-25 11:13:00.139487,29.13
2024-03-25 11:13:01.865175,29.08
2024-03-25 11:13:03.603336,29.07
2024-03-25 11:13:05.325279,29.05
2024-03-25 11:13:07.050584,29.08
2024-03-25 11:13:08.774025,29.06
2024-03-25 11:13:10.502062,29.15
2024-03-25 11:13:12.228883,29.08
2024-03-25 11:13:13.953356,29.07
2024-03-25 11:13:15.678808,29.15
2024-03-25 11:13:17.404144,29.13
2024-03-25 11:13:20.163124,29.1
2024-03-25 11:13:21.894984,29.1
2024-03-25 11:13:28.578991,29.1
2024-03-25 11:13:30.308148,29.16
2024-03-25 11:13:32.034473,29.52
2024-03-25 11:13:33.762705,29.53
2024-03-25 11:13:35.506628,29.55
2024-03-25 11:13:37.226509,29.13
2024-03-25 11:13:38.960095,29.1
2024-03-25 11:13:40.687371,29.1
2024-03-25 11:13:42.441402,29.08
2024-03-25 11:13:44.233768,29.13
2024-03-25 11:13:46.353919,29.07
2024-03-25 11:13:48.073848,29.06
2024-03-25 11:13:49.800596,29.62
2024-03-25 11:13:51.529223,29.1
2024-03-25 11:13:53.257433,29.08
2024-03-25 11:13:54.981147,29.11
2024-03-25 11:13:56.712274,29.09
2024-03-25 11:13:58.425233,29.1
2024-03-25 11:14:00.146436,29.08
2024-03-25 11:14:01.872407,29.09
2024-03-25 11:14:03.594875,29.07
2024-03-25 11:14:05.312689,29.05
2024-03-25 11:14:07.047593,29.09
2024-03-25 11:14:08.769718,29.53
2024-03-25 11:14:10.521587,29.04
2024-03-25 11:14:12.267830,29.1
2024-03-25 11:14:13.991034,29.15
2024-03-25 11:14:15.712612,29.09
2024-03-25 11:14:17.437759,29.08
2024-03-25 11:14:19.161899,29.13
2024-03-25 11:14:20.883844,29.61
2024-03-25 11:14:22.606740,29.1
2024-03-25 11:14:24.330443,29.11
2024-03-25 11:14:26.054190,29.13
2024-03-25 11:14:27.783455,29.06
2024-03-25 11:14:29.508043,29.13
2024-03-25 11:14:31.238806,29.51
2024-03-25 11:14:32.961942,29.06
2024-03-25 11:14:34.672913,29.12
2024-03-25 11:14:36.398978,29.07
2024-03-25 11:14:38.122857,29.15
2024-03-25 11:14:39.846035,29.08
2024-03-25 11:14:41.572502,29.11
2024-03-25 11:14:43.476857,29.08
2024-03-25 11:14:46.867043,29.01
2024-03-25 11:14:48.617085,29.09
2024-03-25 11:14:50.454544,29.13
2024-03-25 11:14:52.175632,29.03
2024-03-25 11:14:53.904446,29.14
2024-03-25 11:14:55.620514,29.16
2024-03-25 11:14:57.359729,29.07
2024-03-25 11:14:59.075836,29.12
2024-03-25 11:15:00.803334,29.03
2024-03-25 11:15:02.529505,29.12
2024-03-25 11:15:04.259916,29.1
2024-03-25 11:15:05.991093,29.07
2024-03-25 11:15:07.703974,29.06
2024-03-25 11:15:09.428644,29.09
2024-03-25 11:15:11.155980,29.05
2024-03-25 11:15:12.877880,29.1
2024-03-25 11:15:14.601520,29.12
2024-03-25 11:15:16.329314,29.15
2024-03-25 11:15:18.043612,29.08
2024-03-25 11:15:19.771394,29.07
2024-03-25 11:15:21.511089,29.01
2024-03-25 11:15:23.234897,29.46
2024-03-25 11:15:24.954787,29.11
2024-03-25 11:15:26.752538,29.09
2024-03-25 11:15:28.474737,29.07
2024-03-25 11:15:30.214476,29.16
2024-03-25 11:15:31.928586,29.09
2024-03-25 11:15:33.653513,29.15
2024-03-25 11:15:35.367056,29.05
2024-03-25 11:15:37.097590,29.1
2024-03-25 11:15:38.822108,29.15
2024-03-25 11:15:40.541575,29.06
2024-03-25 11:15:42.278986,29.46
2024-03-25 11:15:43.999796,29.12
2024-03-25 11:15:46.120131,29.64
2024-03-25 11:15:47.843341,29.05
2024-03-25 11:15:49.566072,29.06
2024-03-25 11:15:51.312143,29.42
2024-03-25 11:15:53.040280,29.03
2024-03-25 11:15:54.760914,29.56
2024-03-25 11:15:56.487145,29.09
2024-03-25 11:15:58.206132,29.07
2024-03-25 11:15:59.928696,29.01
2024-03-25 11:16:01.658930,29.09
2024-03-25 11:16:03.371370,29.11
2024-03-25 11:16:05.094189,29.08
2024-03-25 11:16:06.819698,29.06
2024-03-25 11:16:08.541771,29.09
2024-03-25 11:16:10.264066,29.04
2024-03-25 11:16:12.002766,29.09
2024-03-25 11:16:13.730151,29.14
2024-03-25 11:16:15.457728,29.15
2024-03-25 11:16:17.202477,26.95
2024-03-25 11:16:18.929593,27.07
